Interaction Type	oln_id_a	oln_id_b
Protein-Protein Interaction	YOR373W	YNL225C
Protein-Protein Interaction	YOR373W	YOL091W
Protein-Protein Interaction	YOR373W	YOR177C
Protein-Protein Interaction	YOR375C	YDR127W
Protein-Protein Interaction	YOR375C	YJL124C
Protein-Protein Interaction	YOR375C	YKR014C
Protein-Protein Interaction	YOR375C	YLL039C
Protein-Protein Interaction	YOR375C	YOR370C
Protein-Protein Interaction	YOR380W	YGL111W
Protein-Protein Interaction	YOR386W	YDL134C
Protein-Protein Interaction	YOR386W	YKL012W
Protein-Protein Interaction	YOR389W	YHR114W
Protein-Protein Interaction	YOR389W	YKL129C
Protein-Protein Interaction	YOR389W	YMR109W
Protein-Protein Interaction	YPL001W	YBR009C
Protein-Protein Interaction	YPL016W	YOR290C
Protein-Protein Interaction	YPL001W	YBR060C
Protein-Protein Interaction	YPL001W	YHR118C
Protein-Protein Interaction	YPL001W	YJL115W
Protein-Protein Interaction	YPL001W	YLL004W
Protein-Protein Interaction	YPL001W	YLL022C
Protein-Protein Interaction	YPL001W	YML065W
Protein-Protein Interaction	YPL001W	YNL030W
Protein-Protein Interaction	YPL001W	YNL031C
Protein-Protein Interaction	YPL001W	YNL261W
Protein-Protein Interaction	YPL002C	YKL041W
Protein-Protein Interaction	YPL002C	YLR417W
Protein-Protein Interaction	YPL002C	YMR077C
Protein-Protein Interaction	YPL004C	YDR490C
Protein-Protein Interaction	YPL004C	YGR086C
Protein-Protein Interaction	YPL004C	YGR130C
Protein-Protein Interaction	YPL004C	YMR031C
Protein-Protein Interaction	YPL004C	YOL100W
Protein-Protein Interaction	YPL006W	YFR024C-A
Protein-Protein Interaction	YPL006W	YHR016C
Protein-Protein Interaction	YPL007C	YBR123C
Protein-Protein Interaction	YPL007C	YDR362C
Protein-Protein Interaction	YPL007C	YER148W
Protein-Protein Interaction	YPL008W	YAL043C
Protein-Protein Interaction	YPL008W	YKL113C
Protein-Protein Interaction	YPL008W	YLL004W
Protein-Protein Interaction	YPL008W	YNL153C
Protein-Protein Interaction	YPL008W	YNL222W
Protein-Protein Interaction	YPL009C	YDL126C
Protein-Protein Interaction	YPL009C	YLL039C
Protein-Protein Interaction	YPL009C	YLR340W
Protein-Protein Interaction	YPL009C	YMR247C
Protein-Protein Interaction	YPL010W	YDL145C
Protein-Protein Interaction	YPL010W	YDR238C
Protein-Protein Interaction	YPL010W	YFR051C
Protein-Protein Interaction	YPL010W	YGL137W
Protein-Protein Interaction	YPL010W	YIL004C
Protein-Protein Interaction	YPL010W	YNL287W
Protein-Protein Interaction	YPL011C	YBR198C
Protein-Protein Interaction	YPL011C	YDR145W
Protein-Protein Interaction	YPL011C	YDR167W
Protein-Protein Interaction	YPL011C	YER148W
Protein-Protein Interaction	YPL011C	YGL112C
Protein-Protein Interaction	YPL011C	YGR274C
Protein-Protein Interaction	YPL011C	YML015C
Protein-Protein Interaction	YPL011C	YML098W
Protein-Protein Interaction	YPL011C	YML114C
Protein-Protein Interaction	YPL011C	YMR005W
Protein-Protein Interaction	YPL011C	YMR227C
Protein-Protein Interaction	YPL011C	YMR236W
Protein-Protein Interaction	YPL012W	YBR247C
Protein-Protein Interaction	YPL012W	YDL060W
Protein-Protein Interaction	YPL012W	YHR052W
Protein-Protein Interaction	YPL012W	YKL068W
Protein-Protein Interaction	YPL012W	YMR047C
Protein-Protein Interaction	YPL012W	YMR229C
Protein-Protein Interaction	YPL012W	YMR308C
Protein-Protein Interaction	YPL012W	YNL207W
Protein-Protein Interaction	YPL013C	YHL004W
Protein-Protein Interaction	YPL016W	YBR009C
Protein-Protein Interaction	YPL016W	YBR010W
Protein-Protein Interaction	YPL016W	YBR289W
Protein-Protein Interaction	YPL016W	YEL009C
Protein-Protein Interaction	YPL016W	YGR275W
Protein-Protein Interaction	YPL016W	YHL025W
Protein-Protein Interaction	YPL016W	YJL176C
Protein-Protein Interaction	YPL016W	YKL109W
Protein-Protein Interaction	YPL016W	YNL030W
Protein-Protein Interaction	YPL016W	YNL031C
Protein-Protein Interaction	YPL018W	YAL034W-A
Protein-Protein Interaction	YPL018W	YBR211C
Protein-Protein Interaction	YPL018W	YDR254W
Protein-Protein Interaction	YPL018W	YDR318W
Protein-Protein Interaction	YPL018W	YGR113W
Protein-Protein Interaction	YPL018W	YGR140W
Protein-Protein Interaction	YPL018W	YIR010W
Protein-Protein Interaction	YPL018W	YJL179W
Protein-Protein Interaction	YPL018W	YJR112W
Protein-Protein Interaction	YPL018W	YJR135C
Protein-Protein Interaction	YPL018W	YKL049C
Protein-Protein Interaction	YPL018W	YKL138C-A
Protein-Protein Interaction	YPL018W	YLR315W
Protein-Protein Interaction	YPL018W	YLR381W
Protein-Protein Interaction	YPL018W	YMR168C
Protein-Protein Interaction	YPL018W	YOL069W
Protein-Protein Interaction	YPL019C	YBR109C
Protein-Protein Interaction	YPL020C	YDL207W
Protein-Protein Interaction	YPL020C	YDR098C
Protein-Protein Interaction	YPL020C	YDR510W
Protein-Protein Interaction	YPL020C	YGL092W
Protein-Protein Interaction	YPL020C	YGR209C
Protein-Protein Interaction	YPL020C	YKR082W
Protein-Protein Interaction	YPL020C	YLR335W
Protein-Protein Interaction	YPL020C	YLR347C
Protein-Protein Interaction	YPL020C	YMR153W
Protein-Protein Interaction	YPL020C	YMR308C
Protein-Protein Interaction	YPL031C	YIL050W
Protein-Protein Interaction	YPL020C	YOR232W
Protein-Protein Interaction	YPL022W	YAL027W
Protein-Protein Interaction	YPL022W	YDR510W
Protein-Protein Interaction	YPL022W	YLR135W
Protein-Protein Interaction	YPL022W	YMR201C
Protein-Protein Interaction	YPL023C	YER125W
Protein-Protein Interaction	YPL023C	YGL125W
Protein-Protein Interaction	YPL023C	YIL030C
Protein-Protein Interaction	YPL023C	YKL012W
Protein-Protein Interaction	YPL024W	YMR190C
Protein-Protein Interaction	YPL026C	YBL066C
Protein-Protein Interaction	YPL026C	YDL147W
Protein-Protein Interaction	YPL026C	YDL153C
Protein-Protein Interaction	YPL026C	YJR049C
Protein-Protein Interaction	YPL027W	YKR031C
Protein-Protein Interaction	YPL028W	YDR510W
Protein-Protein Interaction	YPL031C	YCL024W
Protein-Protein Interaction	YPL031C	YDL127W
Protein-Protein Interaction	YPL031C	YDL179W
Protein-Protein Interaction	YPL031C	YDL225W
Protein-Protein Interaction	YPL031C	YDR293C
Protein-Protein Interaction	YPL031C	YDR388W
Protein-Protein Interaction	YPL031C	YEL009C
Protein-Protein Interaction	YPL031C	YER059W
Protein-Protein Interaction	YPL031C	YER096W
Protein-Protein Interaction	YPL031C	YFL030W
Protein-Protein Interaction	YPL031C	YFL033C
Protein-Protein Interaction	YPL031C	YFR017C
Protein-Protein Interaction	YPL031C	YFR034C
Protein-Protein Interaction	YPL031C	YGL134W
Protein-Protein Interaction	YPL031C	YGL215W
Protein-Protein Interaction	YPL031C	YGR233C
Protein-Protein Interaction	YPL031C	YHR012W
Protein-Protein Interaction	YPL031C	YHR071W
Protein-Protein Interaction	YPL031C	YHR115C
Protein-Protein Interaction	YPL031C	YHR200W
Protein-Protein Interaction	YPL031C	YJL084C
Protein-Protein Interaction	YPL031C	YJR075W
Protein-Protein Interaction	YPL031C	YKL116C
Protein-Protein Interaction	YPL031C	YKR002W
Protein-Protein Interaction	YPL031C	YLL039C
Protein-Protein Interaction	YPL031C	YLR079W
Protein-Protein Interaction	YPL031C	YLR190W
Protein-Protein Interaction	YPL031C	YLR258W
Protein-Protein Interaction	YPL031C	YLR371W
Protein-Protein Interaction	YPL031C	YLR410W
Protein-Protein Interaction	YPL031C	YMR165C
Protein-Protein Interaction	YPL031C	YMR199W
Protein-Protein Interaction	YPL031C	YMR311C
Protein-Protein Interaction	YPL031C	YNL025C
Protein-Protein Interaction	YPL031C	YNL027W
Protein-Protein Interaction	YPL031C	YNL289W
Protein-Protein Interaction	YPL031C	YOR083W
Protein-Protein Interaction	YPL035C	YER021W
Protein-Protein Interaction	YPL037C	YER068W
Protein-Protein Interaction	YPL038W	YNL103W
Protein-Protein Interaction	YPL042C	YAL021C
Protein-Protein Interaction	YPL042C	YCR081W
Protein-Protein Interaction	YPL042C	YCR084C
Protein-Protein Interaction	YPL042C	YDL005C
Protein-Protein Interaction	YPL042C	YDL140C
Protein-Protein Interaction	YPL042C	YDR443C
Protein-Protein Interaction	YPL042C	YEL009C
Protein-Protein Interaction	YPL042C	YGR092W
Protein-Protein Interaction	YPL042C	YGR104C
Protein-Protein Interaction	YPL042C	YHR084W
Protein-Protein Interaction	YPL042C	YJL089W
Protein-Protein Interaction	YPL042C	YLR418C
Protein-Protein Interaction	YPL042C	YNR010W
Protein-Protein Interaction	YPL101W	YHR187W
Protein-Protein Interaction	YPL042C	YOL116W
Protein-Protein Interaction	YPL043W	YDR060W
Protein-Protein Interaction	YPL043W	YGR103W
Protein-Protein Interaction	YPL043W	YHR052W
Protein-Protein Interaction	YPL043W	YHR066W
Protein-Protein Interaction	YPL043W	YKL014C
Protein-Protein Interaction	YPL043W	YKR081C
Protein-Protein Interaction	YPL043W	YLR276C
Protein-Protein Interaction	YPL043W	YMR229C
Protein-Protein Interaction	YPL043W	YOL077C
Protein-Protein Interaction	YPL045W	YAL002W
Protein-Protein Interaction	YPL045W	YDL077C
Protein-Protein Interaction	YPL045W	YDR080W
Protein-Protein Interaction	YPL045W	YDR495C
Protein-Protein Interaction	YPL045W	YGL212W
Protein-Protein Interaction	YPL045W	YKL196C
Protein-Protein Interaction	YPL045W	YLR093C
Protein-Protein Interaction	YPL045W	YLR148W
Protein-Protein Interaction	YPL045W	YLR396C
Protein-Protein Interaction	YPL045W	YML001W
Protein-Protein Interaction	YPL045W	YMR197C
Protein-Protein Interaction	YPL045W	YMR231W
Protein-Protein Interaction	YPL045W	YOR106W
Protein-Protein Interaction	YPL046C	YBR114W
Protein-Protein Interaction	YPL046C	YER059W
Protein-Protein Interaction	YPL046C	YGL115W
Protein-Protein Interaction	YPL046C	YJR052W
Protein-Protein Interaction	YPL046C	YNL230C
Protein-Protein Interaction	YPL046C	YOR028C
Protein-Protein Interaction	YPL047W	YBR081C
Protein-Protein Interaction	YPL047W	YBR111W-A
Protein-Protein Interaction	YPL047W	YBR198C
Protein-Protein Interaction	YPL047W	YCL010C
Protein-Protein Interaction	YPL047W	YDR145W
Protein-Protein Interaction	YPL047W	YDR167W
Protein-Protein Interaction	YPL047W	YDR176W
Protein-Protein Interaction	YPL047W	YDR392W
Protein-Protein Interaction	YPL047W	YDR448W
Protein-Protein Interaction	YPL047W	YGL066W
Protein-Protein Interaction	YPL047W	YGL112C
Protein-Protein Interaction	YPL047W	YGR252W
Protein-Protein Interaction	YPL047W	YHR099W
Protein-Protein Interaction	YPL047W	YLR055C
Protein-Protein Interaction	YPL047W	YMR223W
Protein-Protein Interaction	YPL047W	YMR236W
Protein-Protein Interaction	YPL047W	YNL031C
Protein-Protein Interaction	YPL047W	YOL148C
Protein-Protein Interaction	YPL049C	YBL017C
Protein-Protein Interaction	YPL049C	YBR083W
Protein-Protein Interaction	YPL049C	YGR040W
Protein-Protein Interaction	YPL049C	YHR084W
Protein-Protein Interaction	YPL049C	YKR028W
Protein-Protein Interaction	YPL050C	YDR245W
Protein-Protein Interaction	YPL050C	YJL183W
Protein-Protein Interaction	YPL050C	YJR075W
Protein-Protein Interaction	YPL051W	YER180C-A
Protein-Protein Interaction	YPL051W	YKR030W
Protein-Protein Interaction	YPL052W	YKL184W
Protein-Protein Interaction	YPL055C	YAL047C
Protein-Protein Interaction	YPL055C	YDL074C
Protein-Protein Interaction	YPL057C	YBR036C
Protein-Protein Interaction	YPL058C	YDR507C
Protein-Protein Interaction	YPL058C	YGR281W
Protein-Protein Interaction	YPL058C	YIL009W
Protein-Protein Interaction	YPL058C	YJL151C
Protein-Protein Interaction	YPL058C	YJL192C
Protein-Protein Interaction	YPL058C	YOR153W
Protein-Protein Interaction	YPL059W	YJL127C
Protein-Protein Interaction	YPL059W	YJL162C
Protein-Protein Interaction	YPL060W	YOR334W
Protein-Protein Interaction	YPL061W	YER089C
Protein-Protein Interaction	YPL063W	YBL030C
Protein-Protein Interaction	YPL063W	YBL045C
Protein-Protein Interaction	YPL063W	YGR033C
Protein-Protein Interaction	YPL063W	YJL104W
Protein-Protein Interaction	YPL063W	YJL143W
Protein-Protein Interaction	YPL063W	YML054C
Protein-Protein Interaction	YPL063W	YMR203W
Protein-Protein Interaction	YPL065W	YCL008C
Protein-Protein Interaction	YPL065W	YGL045W
Protein-Protein Interaction	YPL065W	YJR102C
Protein-Protein Interaction	YPL065W	YLR119W
Protein-Protein Interaction	YPL065W	YLR417W
Protein-Protein Interaction	YPL065W	YMR077C
Protein-Protein Interaction	YPL065W	YPL002C
Protein-Protein Interaction	YPL070W	YDL239C
Protein-Protein Interaction	YPL070W	YLR291C
Protein-Protein Interaction	YPL074W	YER133W
Protein-Protein Interaction	YPL074W	YPL004C
Protein-Protein Interaction	YPL075W	YNL216W
Protein-Protein Interaction	YPL076W	YLR372W
Protein-Protein Interaction	YPL077C	YER125W
Protein-Protein Interaction	YPL077C	YOR351C
Protein-Protein Interaction	YPL078C	Q0080
Protein-Protein Interaction	YPL078C	Q0085
Protein-Protein Interaction	YPL078C	Q0130
Protein-Protein Interaction	YPL078C	YBL099W
Protein-Protein Interaction	YPL078C	YDR298C
Protein-Protein Interaction	YPL078C	YDR377W
Protein-Protein Interaction	YPL078C	YKL016C
Protein-Protein Interaction	YPL081W	YBR189W
Protein-Protein Interaction	YPL081W	YNL207W
Protein-Protein Interaction	YPL082C	YBR198C
Protein-Protein Interaction	YPL082C	YBR245C
Protein-Protein Interaction	YPL082C	YCR052W
Protein-Protein Interaction	YPL082C	YDR145W
Protein-Protein Interaction	YPL082C	YDR303C
Protein-Protein Interaction	YPL082C	YDR397C
Protein-Protein Interaction	YPL082C	YER148W
Protein-Protein Interaction	YPL082C	YER159C
Protein-Protein Interaction	YPL082C	YGL066W
Protein-Protein Interaction	YPL082C	YGL112C
Protein-Protein Interaction	YPL082C	YGL133W
Protein-Protein Interaction	YPL082C	YGR252W
Protein-Protein Interaction	YPL082C	YIL126W
Protein-Protein Interaction	YPL082C	YKR008W
Protein-Protein Interaction	YPL082C	YLR033W
Protein-Protein Interaction	YPL082C	YMR033W
Protein-Protein Interaction	YPL082C	YMR037C
Protein-Protein Interaction	YPL082C	YMR072W
Protein-Protein Interaction	YPL082C	YMR075W
Protein-Protein Interaction	YPL082C	YMR125W
Protein-Protein Interaction	YPL082C	YNL309W
Protein-Protein Interaction	YPL082C	YOR174W
Protein-Protein Interaction	YPL082C	YOR244W
Protein-Protein Interaction	YPL083C	YAR008W
Protein-Protein Interaction	YPL083C	YLR105C
Protein-Protein Interaction	YPL083C	YMR059W
Protein-Protein Interaction	YPL083C	YOR187W
Protein-Protein Interaction	YPL084W	YCL008C
Protein-Protein Interaction	YPL084W	YDR069C
Protein-Protein Interaction	YPL084W	YLL039C
Protein-Protein Interaction	YPL084W	YLR025W
Protein-Protein Interaction	YPL084W	YLR073C
Protein-Protein Interaction	YPL085W	YBR058C
Protein-Protein Interaction	YPL085W	YCR067C
Protein-Protein Interaction	YPL085W	YDL195W
Protein-Protein Interaction	YPL085W	YIL109C
Protein-Protein Interaction	YPL085W	YLR208W
Protein-Protein Interaction	YPL085W	YNL049C
Protein-Protein Interaction	YPL086C	YBL071W-A
Protein-Protein Interaction	YPL086C	YGR200C
Protein-Protein Interaction	YPL086C	YKL110C
Protein-Protein Interaction	YPL086C	YLR384C
Protein-Protein Interaction	YPL086C	YMR312W
Protein-Protein Interaction	YPL086C	YOL012C
Protein-Protein Interaction	YPL089C	YDR167W
Protein-Protein Interaction	YPL089C	YGR229C
Protein-Protein Interaction	YPL089C	YHR030C
Protein-Protein Interaction	YPL089C	YKL161C
Protein-Protein Interaction	YPL089C	YOR290C
Protein-Protein Interaction	YPL093W	YBR142W
Protein-Protein Interaction	YPL093W	YCR072C
Protein-Protein Interaction	YPL093W	YDR087C
Protein-Protein Interaction	YPL093W	YDR101C
Protein-Protein Interaction	YPL093W	YDR192C
Protein-Protein Interaction	YPL093W	YDR496C
Protein-Protein Interaction	YPL093W	YER006W
Protein-Protein Interaction	YPL093W	YER126C
Protein-Protein Interaction	YPL093W	YFL002C
Protein-Protein Interaction	YPL094C	YOR254C
Protein-Protein Interaction	YPL093W	YGR103W
Protein-Protein Interaction	YPL093W	YGR245C
Protein-Protein Interaction	YPL093W	YHR052W
Protein-Protein Interaction	YPL120W	YLR240W
Protein-Protein Interaction	YPL093W	YHR066W
Protein-Protein Interaction	YPL093W	YHR085W
Protein-Protein Interaction	YPL093W	YHR197W
Protein-Protein Interaction	YPL093W	YJL122W
Protein-Protein Interaction	YPL093W	YKL009W
Protein-Protein Interaction	YPL093W	YKL068W
Protein-Protein Interaction	YPL093W	YKR063C
Protein-Protein Interaction	YPL093W	YKR081C
Protein-Protein Interaction	YPL093W	YLR009W
Protein-Protein Interaction	YPL115C	YGR040W
Protein-Protein Interaction	YPL093W	YLR074C
Protein-Protein Interaction	YPL093W	YLR449W
Protein-Protein Interaction	YPL093W	YML065W
Protein-Protein Interaction	YPL093W	YMR049C
Protein-Protein Interaction	YPL093W	YMR290C
Protein-Protein Interaction	YPL093W	YNL002C
Protein-Protein Interaction	YPL093W	YNL061W
Protein-Protein Interaction	YPL093W	YNR053C
Protein-Protein Interaction	YPL093W	YOL077C
Protein-Protein Interaction	YPL093W	YOR206W
Protein-Protein Interaction	YPL093W	YOR272W
Protein-Protein Interaction	YPL093W	YOR310C
Protein-Protein Interaction	YPL094C	YBR171W
Protein-Protein Interaction	YPL094C	YDR086C
Protein-Protein Interaction	YPL094C	YEL036C
Protein-Protein Interaction	YPL094C	YER087C-B
Protein-Protein Interaction	YPL094C	YLR292C
Protein-Protein Interaction	YPL094C	YLR378C
Protein-Protein Interaction	YPL094C	YML055W
Protein-Protein Interaction	YPL099C	YKL212W
Protein-Protein Interaction	YPL101W	YLR384C
Protein-Protein Interaction	YPL101W	YMR312W
Protein-Protein Interaction	YPL101W	YPL086C
Protein-Protein Interaction	YPL105C	YLR116W
Protein-Protein Interaction	YPL105C	YMR146C
Protein-Protein Interaction	YPL106C	YAL005C
Protein-Protein Interaction	YPL106C	YDL229W
Protein-Protein Interaction	YPL106C	YLL024C
Protein-Protein Interaction	YPL106C	YNL209W
Protein-Protein Interaction	YPL108W	YJR017C
Protein-Protein Interaction	YPL111W	YEL034W
Protein-Protein Interaction	YPL111W	YJL088W
Protein-Protein Interaction	YPL112C	YDL065C
Protein-Protein Interaction	YPL112C	YGL153W
Protein-Protein Interaction	YPL115C	YBR160W
Protein-Protein Interaction	YPL115C	YLR229C
Protein-Protein Interaction	YPL117C	YDR510W
Protein-Protein Interaction	YPL117C	YER125W
Protein-Protein Interaction	YPL117C	YJR017C
Protein-Protein Interaction	YPL117C	YKL012W
Protein-Protein Interaction	YPL118W	YHL004W
Protein-Protein Interaction	YPL119C	YNL255C
Protein-Protein Interaction	YPL120W	YBR097W
Protein-Protein Interaction	YPL120W	YGR218W
Protein-Protein Interaction	YPL120W	YLR360W
Protein-Protein Interaction	YPL121C	YER179W
Protein-Protein Interaction	YPL121C	YHR079C-A
Protein-Protein Interaction	YPL122C	YDR079C-A
Protein-Protein Interaction	YPL122C	YDR311W
Protein-Protein Interaction	YPL122C	YDR460W
Protein-Protein Interaction	YPL122C	YEL037C
Protein-Protein Interaction	YPL122C	YER148W
Protein-Protein Interaction	YPL122C	YER171W
Protein-Protein Interaction	YPL122C	YFR034C
Protein-Protein Interaction	YPL122C	YIL143C
Protein-Protein Interaction	YPL124W	YDL028C
Protein-Protein Interaction	YPL124W	YDR356W
Protein-Protein Interaction	YPL124W	YIL149C
Protein-Protein Interaction	YPL124W	YNL225C
Protein-Protein Interaction	YPL125W	YGL172W
Protein-Protein Interaction	YPL125W	YGR119C
Protein-Protein Interaction	YPL125W	YKL068W
Protein-Protein Interaction	YPL125W	YLR293C
Protein-Protein Interaction	YPL125W	YMR047C
Protein-Protein Interaction	YPL126W	YCR057C
Protein-Protein Interaction	YPL126W	YDR398W
Protein-Protein Interaction	YPL126W	YGR128C
Protein-Protein Interaction	YPL126W	YHR196W
Protein-Protein Interaction	YPL126W	YJL076W
Protein-Protein Interaction	YPL161C	YLR229C
Protein-Protein Interaction	YPL126W	YJL109C
Protein-Protein Interaction	YPL126W	YMR093W
Protein-Protein Interaction	YPL126W	YMR229C
Protein-Protein Interaction	YPL126W	YOR078W
Protein-Protein Interaction	YPL126W	YOR310C
Protein-Protein Interaction	YPL127C	YBR160W
Protein-Protein Interaction	YPL127C	YML065W
Protein-Protein Interaction	YPL127C	YMR070W
Protein-Protein Interaction	YPL127C	YOL012C
Protein-Protein Interaction	YPL127C	YOR206W
Protein-Protein Interaction	YPL128C	YGR071C
Protein-Protein Interaction	YPL128C	YLR373C
Protein-Protein Interaction	YPL129W	YBR009C
